Training: 2023-05-04 13:56:23,311-rank_id: 0
Training: 2023-05-04 20:57:47,867-Speed 3894.04 samples/sec  Loss 1.5877  LearningRate 0.0336  ProxyLR: 1.6786  Epoch: 14  Global Step: 83910   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:57:50,484-Speed 3913.03 samples/sec  Loss 1.6318  LearningRate 0.0336  ProxyLR: 1.6780  Epoch: 14  Global Step: 83920   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:57:53,118-Speed 3889.89 samples/sec  Loss 1.5832  LearningRate 0.0335  ProxyLR: 1.6775  Epoch: 14  Global Step: 83930   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:57:55,749-Speed 3892.31 samples/sec  Loss 1.5776  LearningRate 0.0335  ProxyLR: 1.6769  Epoch: 14  Global Step: 83940   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:57:58,380-Speed 3893.17 samples/sec  Loss 1.5831  LearningRate 0.0335  ProxyLR: 1.6763  Epoch: 14  Global Step: 83950   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:01,010-Speed 3894.99 samples/sec  Loss 1.5899  LearningRate 0.0335  ProxyLR: 1.6757  Epoch: 14  Global Step: 83960   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:03,639-Speed 3895.07 samples/sec  Loss 1.5832  LearningRate 0.0335  ProxyLR: 1.6752  Epoch: 14  Global Step: 83970   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:06,271-Speed 3891.74 samples/sec  Loss 1.5158  LearningRate 0.0335  ProxyLR: 1.6746  Epoch: 14  Global Step: 83980   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:08,902-Speed 3894.06 samples/sec  Loss 1.5898  LearningRate 0.0335  ProxyLR: 1.6740  Epoch: 14  Global Step: 83990   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:11,534-Speed 3890.84 samples/sec  Loss 1.5875  LearningRate 0.0335  ProxyLR: 1.6734  Epoch: 14  Global Step: 84000   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:14,166-Speed 3891.53 samples/sec  Loss 1.4892  LearningRate 0.0335  ProxyLR: 1.6728  Epoch: 14  Global Step: 84010   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:16,797-Speed 3893.26 samples/sec  Loss 1.5654  LearningRate 0.0334  ProxyLR: 1.6723  Epoch: 14  Global Step: 84020   Fp16 Grad Scale: 1048576  Required: 5 hours
Training: 2023-05-04 20:58:19,416-Speed 3911.52 samples/sec  Loss 1.5464  LearningRate 0.0334  ProxyLR: 1.6717  Epoch: 14  Global Step: 84030   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:22,045-Speed 3895.23 samples/sec  Loss 1.6135  LearningRate 0.0334  ProxyLR: 1.6711  Epoch: 14  Global Step: 84040   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:24,677-Speed 3892.49 samples/sec  Loss 1.5747  LearningRate 0.0334  ProxyLR: 1.6705  Epoch: 14  Global Step: 84050   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:27,307-Speed 3893.42 samples/sec  Loss 1.5618  LearningRate 0.0334  ProxyLR: 1.6700  Epoch: 14  Global Step: 84060   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:29,938-Speed 3893.59 samples/sec  Loss 1.5441  LearningRate 0.0334  ProxyLR: 1.6694  Epoch: 14  Global Step: 84070   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:32,570-Speed 3891.64 samples/sec  Loss 1.6229  LearningRate 0.0334  ProxyLR: 1.6688  Epoch: 14  Global Step: 84080   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:35,198-Speed 3897.38 samples/sec  Loss 1.6054  LearningRate 0.0334  ProxyLR: 1.6682  Epoch: 14  Global Step: 84090   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:37,830-Speed 3892.54 samples/sec  Loss 1.5813  LearningRate 0.0334  ProxyLR: 1.6677  Epoch: 14  Global Step: 84100   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:40,462-Speed 3890.84 samples/sec  Loss 1.5751  LearningRate 0.0333  ProxyLR: 1.6671  Epoch: 14  Global Step: 84110   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:43,094-Speed 3891.85 samples/sec  Loss 1.4825  LearningRate 0.0333  ProxyLR: 1.6665  Epoch: 14  Global Step: 84120   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:45,712-Speed 3911.98 samples/sec  Loss 1.6341  LearningRate 0.0333  ProxyLR: 1.6659  Epoch: 14  Global Step: 84130   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:48,347-Speed 3887.94 samples/sec  Loss 1.6249  LearningRate 0.0333  ProxyLR: 1.6654  Epoch: 14  Global Step: 84140   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:50,980-Speed 3888.61 samples/sec  Loss 1.6055  LearningRate 0.0333  ProxyLR: 1.6648  Epoch: 14  Global Step: 84150   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:53,615-Speed 3886.97 samples/sec  Loss 1.6322  LearningRate 0.0333  ProxyLR: 1.6642  Epoch: 14  Global Step: 84160   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:56,250-Speed 3887.53 samples/sec  Loss 1.6054  LearningRate 0.0333  ProxyLR: 1.6637  Epoch: 14  Global Step: 84170   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:58:58,883-Speed 3889.69 samples/sec  Loss 1.5763  LearningRate 0.0333  ProxyLR: 1.6631  Epoch: 14  Global Step: 84180   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:01,519-Speed 3886.56 samples/sec  Loss 1.5945  LearningRate 0.0333  ProxyLR: 1.6625  Epoch: 14  Global Step: 84190   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:04,151-Speed 3890.33 samples/sec  Loss 1.6098  LearningRate 0.0332  ProxyLR: 1.6619  Epoch: 14  Global Step: 84200   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:06,785-Speed 3888.88 samples/sec  Loss 1.5496  LearningRate 0.0332  ProxyLR: 1.6614  Epoch: 14  Global Step: 84210   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:09,419-Speed 3888.32 samples/sec  Loss 1.5512  LearningRate 0.0332  ProxyLR: 1.6608  Epoch: 14  Global Step: 84220   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:12,039-Speed 3910.21 samples/sec  Loss 1.6133  LearningRate 0.0332  ProxyLR: 1.6602  Epoch: 14  Global Step: 84230   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:14,674-Speed 3887.10 samples/sec  Loss 1.5795  LearningRate 0.0332  ProxyLR: 1.6596  Epoch: 14  Global Step: 84240   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:17,307-Speed 3889.81 samples/sec  Loss 1.5546  LearningRate 0.0332  ProxyLR: 1.6591  Epoch: 14  Global Step: 84250   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:19,941-Speed 3887.79 samples/sec  Loss 1.5834  LearningRate 0.0332  ProxyLR: 1.6585  Epoch: 14  Global Step: 84260   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:22,575-Speed 3889.45 samples/sec  Loss 1.5836  LearningRate 0.0332  ProxyLR: 1.6579  Epoch: 14  Global Step: 84270   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:25,208-Speed 3889.62 samples/sec  Loss 1.5703  LearningRate 0.0331  ProxyLR: 1.6573  Epoch: 14  Global Step: 84280   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:27,842-Speed 3887.66 samples/sec  Loss 1.5831  LearningRate 0.0331  ProxyLR: 1.6568  Epoch: 14  Global Step: 84290   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:30,477-Speed 3888.05 samples/sec  Loss 1.5555  LearningRate 0.0331  ProxyLR: 1.6562  Epoch: 14  Global Step: 84300   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:33,108-Speed 3892.36 samples/sec  Loss 1.6220  LearningRate 0.0331  ProxyLR: 1.6556  Epoch: 14  Global Step: 84310   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:35,740-Speed 3892.81 samples/sec  Loss 1.5714  LearningRate 0.0331  ProxyLR: 1.6551  Epoch: 14  Global Step: 84320   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:38,371-Speed 3892.69 samples/sec  Loss 1.5939  LearningRate 0.0331  ProxyLR: 1.6545  Epoch: 14  Global Step: 84330   Fp16 Grad Scale: 1048576  Required: 5 hours
Training: 2023-05-04 20:59:40,989-Speed 3911.70 samples/sec  Loss 1.5936  LearningRate 0.0331  ProxyLR: 1.6539  Epoch: 14  Global Step: 84340   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:43,621-Speed 3891.75 samples/sec  Loss 1.5632  LearningRate 0.0331  ProxyLR: 1.6533  Epoch: 14  Global Step: 84350   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:46,252-Speed 3892.80 samples/sec  Loss 1.5970  LearningRate 0.0331  ProxyLR: 1.6528  Epoch: 14  Global Step: 84360   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:48,883-Speed 3893.50 samples/sec  Loss 1.5574  LearningRate 0.0330  ProxyLR: 1.6522  Epoch: 14  Global Step: 84370   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 20:59:51,500-Speed 3913.39 samples/sec  Loss 1.6098  LearningRate 0.0330  ProxyLR: 1.6516  Epoch: 14  Global Step: 84380   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 20:59:54,129-Speed 3895.56 samples/sec  Loss 1.6658  LearningRate 0.0330  ProxyLR: 1.6511  Epoch: 14  Global Step: 84390   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 20:59:56,759-Speed 3894.89 samples/sec  Loss 1.5812  LearningRate 0.0330  ProxyLR: 1.6505  Epoch: 14  Global Step: 84400   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 20:59:59,390-Speed 3893.55 samples/sec  Loss 1.6091  LearningRate 0.0330  ProxyLR: 1.6499  Epoch: 14  Global Step: 84410   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:00:02,019-Speed 3895.50 samples/sec  Loss 1.6139  LearningRate 0.0330  ProxyLR: 1.6493  Epoch: 14  Global Step: 84420   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:00:04,652-Speed 3889.38 samples/sec  Loss 1.5603  LearningRate 0.0330  ProxyLR: 1.6488  Epoch: 14  Global Step: 84430   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:00:07,285-Speed 3890.07 samples/sec  Loss 1.6148  LearningRate 0.0330  ProxyLR: 1.6482  Epoch: 14  Global Step: 84440   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:00:09,917-Speed 3891.88 samples/sec  Loss 1.5950  LearningRate 0.0330  ProxyLR: 1.6476  Epoch: 14  Global Step: 84450   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:00:12,551-Speed 3889.46 samples/sec  Loss 1.6071  LearningRate 0.0329  ProxyLR: 1.6471  Epoch: 14  Global Step: 84460   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:00:15,183-Speed 3890.98 samples/sec  Loss 1.6023  LearningRate 0.0329  ProxyLR: 1.6465  Epoch: 14  Global Step: 84470   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:00:17,816-Speed 3889.98 samples/sec  Loss 1.6170  LearningRate 0.0329  ProxyLR: 1.6459  Epoch: 14  Global Step: 84480   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:20,451-Speed 3887.54 samples/sec  Loss 1.5979  LearningRate 0.0329  ProxyLR: 1.6453  Epoch: 14  Global Step: 84490   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:23,084-Speed 3889.60 samples/sec  Loss 1.5969  LearningRate 0.0329  ProxyLR: 1.6448  Epoch: 14  Global Step: 84500   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:25,715-Speed 3892.23 samples/sec  Loss 1.5791  LearningRate 0.0329  ProxyLR: 1.6442  Epoch: 14  Global Step: 84510   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:28,348-Speed 3891.00 samples/sec  Loss 1.6233  LearningRate 0.0329  ProxyLR: 1.6436  Epoch: 14  Global Step: 84520   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:30,980-Speed 3890.66 samples/sec  Loss 1.5813  LearningRate 0.0329  ProxyLR: 1.6431  Epoch: 14  Global Step: 84530   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:33,612-Speed 3892.26 samples/sec  Loss 1.6206  LearningRate 0.0328  ProxyLR: 1.6425  Epoch: 14  Global Step: 84540   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:36,244-Speed 3891.60 samples/sec  Loss 1.5558  LearningRate 0.0328  ProxyLR: 1.6419  Epoch: 14  Global Step: 84550   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:38,876-Speed 3891.15 samples/sec  Loss 1.6210  LearningRate 0.0328  ProxyLR: 1.6413  Epoch: 14  Global Step: 84560   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:41,508-Speed 3891.16 samples/sec  Loss 1.6599  LearningRate 0.0328  ProxyLR: 1.6408  Epoch: 14  Global Step: 84570   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:44,125-Speed 3914.48 samples/sec  Loss 1.6036  LearningRate 0.0328  ProxyLR: 1.6402  Epoch: 14  Global Step: 84580   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:46,758-Speed 3889.22 samples/sec  Loss 1.5770  LearningRate 0.0328  ProxyLR: 1.6396  Epoch: 14  Global Step: 84590   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:49,388-Speed 3894.74 samples/sec  Loss 1.6174  LearningRate 0.0328  ProxyLR: 1.6391  Epoch: 14  Global Step: 84600   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:52,019-Speed 3893.52 samples/sec  Loss 1.6168  LearningRate 0.0328  ProxyLR: 1.6385  Epoch: 14  Global Step: 84610   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:54,650-Speed 3893.46 samples/sec  Loss 1.5725  LearningRate 0.0328  ProxyLR: 1.6379  Epoch: 14  Global Step: 84620   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:57,282-Speed 3890.30 samples/sec  Loss 1.6282  LearningRate 0.0327  ProxyLR: 1.6374  Epoch: 14  Global Step: 84630   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:00:59,912-Speed 3894.89 samples/sec  Loss 1.5998  LearningRate 0.0327  ProxyLR: 1.6368  Epoch: 14  Global Step: 84640   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:01:02,530-Speed 3912.09 samples/sec  Loss 1.6187  LearningRate 0.0327  ProxyLR: 1.6362  Epoch: 14  Global Step: 84650   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:05,159-Speed 3896.93 samples/sec  Loss 1.5990  LearningRate 0.0327  ProxyLR: 1.6357  Epoch: 14  Global Step: 84660   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:07,788-Speed 3894.76 samples/sec  Loss 1.6475  LearningRate 0.0327  ProxyLR: 1.6351  Epoch: 14  Global Step: 84670   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:10,418-Speed 3895.41 samples/sec  Loss 1.5899  LearningRate 0.0327  ProxyLR: 1.6345  Epoch: 14  Global Step: 84680   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:13,048-Speed 3894.18 samples/sec  Loss 1.5465  LearningRate 0.0327  ProxyLR: 1.6339  Epoch: 14  Global Step: 84690   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:15,680-Speed 3891.27 samples/sec  Loss 1.5678  LearningRate 0.0327  ProxyLR: 1.6334  Epoch: 14  Global Step: 84700   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:18,313-Speed 3889.98 samples/sec  Loss 1.5641  LearningRate 0.0327  ProxyLR: 1.6328  Epoch: 14  Global Step: 84710   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:20,948-Speed 3887.73 samples/sec  Loss 1.5138  LearningRate 0.0326  ProxyLR: 1.6322  Epoch: 14  Global Step: 84720   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:23,584-Speed 3885.32 samples/sec  Loss 1.5329  LearningRate 0.0326  ProxyLR: 1.6317  Epoch: 14  Global Step: 84730   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:26,222-Speed 3882.06 samples/sec  Loss 1.5654  LearningRate 0.0326  ProxyLR: 1.6311  Epoch: 14  Global Step: 84740   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:28,858-Speed 3885.17 samples/sec  Loss 1.6588  LearningRate 0.0326  ProxyLR: 1.6305  Epoch: 14  Global Step: 84750   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:01:31,499-Speed 3879.00 samples/sec  Loss 1.5586  LearningRate 0.0326  ProxyLR: 1.6300  Epoch: 14  Global Step: 84760   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:01:34,137-Speed 3882.98 samples/sec  Loss 1.6074  LearningRate 0.0326  ProxyLR: 1.6294  Epoch: 14  Global Step: 84770   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:01:36,760-Speed 3905.03 samples/sec  Loss 1.5986  LearningRate 0.0326  ProxyLR: 1.6288  Epoch: 14  Global Step: 84780   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:39,395-Speed 3886.19 samples/sec  Loss 1.5839  LearningRate 0.0326  ProxyLR: 1.6283  Epoch: 14  Global Step: 84790   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:42,030-Speed 3887.40 samples/sec  Loss 1.5418  LearningRate 0.0326  ProxyLR: 1.6277  Epoch: 14  Global Step: 84800   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:44,665-Speed 3887.70 samples/sec  Loss 1.6211  LearningRate 0.0325  ProxyLR: 1.6271  Epoch: 14  Global Step: 84810   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:47,301-Speed 3885.13 samples/sec  Loss 1.5976  LearningRate 0.0325  ProxyLR: 1.6266  Epoch: 14  Global Step: 84820   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:49,936-Speed 3886.15 samples/sec  Loss 1.6234  LearningRate 0.0325  ProxyLR: 1.6260  Epoch: 14  Global Step: 84830   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:52,568-Speed 3891.95 samples/sec  Loss 1.6517  LearningRate 0.0325  ProxyLR: 1.6254  Epoch: 14  Global Step: 84840   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:55,204-Speed 3886.25 samples/sec  Loss 1.6009  LearningRate 0.0325  ProxyLR: 1.6249  Epoch: 14  Global Step: 84850   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:01:57,841-Speed 3883.97 samples/sec  Loss 1.6172  LearningRate 0.0325  ProxyLR: 1.6243  Epoch: 14  Global Step: 84860   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:00,477-Speed 3884.75 samples/sec  Loss 1.6106  LearningRate 0.0325  ProxyLR: 1.6237  Epoch: 14  Global Step: 84870   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:03,117-Speed 3879.63 samples/sec  Loss 1.5940  LearningRate 0.0325  ProxyLR: 1.6232  Epoch: 14  Global Step: 84880   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:05,756-Speed 3880.87 samples/sec  Loss 1.6267  LearningRate 0.0325  ProxyLR: 1.6226  Epoch: 14  Global Step: 84890   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:08,392-Speed 3885.63 samples/sec  Loss 1.5512  LearningRate 0.0324  ProxyLR: 1.6220  Epoch: 14  Global Step: 84900   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:11,030-Speed 3883.15 samples/sec  Loss 1.5776  LearningRate 0.0324  ProxyLR: 1.6215  Epoch: 14  Global Step: 84910   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:13,666-Speed 3885.43 samples/sec  Loss 1.5813  LearningRate 0.0324  ProxyLR: 1.6209  Epoch: 14  Global Step: 84920   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:16,295-Speed 3896.23 samples/sec  Loss 1.6608  LearningRate 0.0324  ProxyLR: 1.6203  Epoch: 14  Global Step: 84930   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:18,920-Speed 3901.58 samples/sec  Loss 1.6259  LearningRate 0.0324  ProxyLR: 1.6198  Epoch: 14  Global Step: 84940   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:21,547-Speed 3899.56 samples/sec  Loss 1.5814  LearningRate 0.0324  ProxyLR: 1.6192  Epoch: 14  Global Step: 84950   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:24,173-Speed 3899.67 samples/sec  Loss 1.6100  LearningRate 0.0324  ProxyLR: 1.6186  Epoch: 14  Global Step: 84960   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:26,798-Speed 3901.89 samples/sec  Loss 1.6269  LearningRate 0.0324  ProxyLR: 1.6181  Epoch: 14  Global Step: 84970   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:29,410-Speed 3920.92 samples/sec  Loss 1.6324  LearningRate 0.0323  ProxyLR: 1.6175  Epoch: 14  Global Step: 84980   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:32,036-Speed 3900.58 samples/sec  Loss 1.5398  LearningRate 0.0323  ProxyLR: 1.6169  Epoch: 14  Global Step: 84990   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:34,661-Speed 3902.03 samples/sec  Loss 1.5691  LearningRate 0.0323  ProxyLR: 1.6164  Epoch: 14  Global Step: 85000   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:02:37,273-Speed 3921.37 samples/sec  Loss 1.5828  LearningRate 0.0323  ProxyLR: 1.6158  Epoch: 14  Global Step: 85010   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:39,899-Speed 3900.41 samples/sec  Loss 1.6602  LearningRate 0.0323  ProxyLR: 1.6152  Epoch: 14  Global Step: 85020   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:42,524-Speed 3901.63 samples/sec  Loss 1.6299  LearningRate 0.0323  ProxyLR: 1.6147  Epoch: 14  Global Step: 85030   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:45,150-Speed 3901.07 samples/sec  Loss 1.5945  LearningRate 0.0323  ProxyLR: 1.6141  Epoch: 14  Global Step: 85040   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:47,774-Speed 3902.73 samples/sec  Loss 1.6362  LearningRate 0.0323  ProxyLR: 1.6135  Epoch: 14  Global Step: 85050   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:50,400-Speed 3900.80 samples/sec  Loss 1.5997  LearningRate 0.0323  ProxyLR: 1.6130  Epoch: 14  Global Step: 85060   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:53,026-Speed 3900.35 samples/sec  Loss 1.6189  LearningRate 0.0322  ProxyLR: 1.6124  Epoch: 14  Global Step: 85070   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:55,651-Speed 3900.89 samples/sec  Loss 1.6138  LearningRate 0.0322  ProxyLR: 1.6118  Epoch: 14  Global Step: 85080   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:02:58,275-Speed 3904.23 samples/sec  Loss 1.5844  LearningRate 0.0322  ProxyLR: 1.6113  Epoch: 14  Global Step: 85090   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:00,900-Speed 3902.12 samples/sec  Loss 1.6070  LearningRate 0.0322  ProxyLR: 1.6107  Epoch: 14  Global Step: 85100   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:03,524-Speed 3903.44 samples/sec  Loss 1.5508  LearningRate 0.0322  ProxyLR: 1.6101  Epoch: 14  Global Step: 85110   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:06,150-Speed 3899.08 samples/sec  Loss 1.5662  LearningRate 0.0322  ProxyLR: 1.6096  Epoch: 14  Global Step: 85120   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:08,776-Speed 3900.60 samples/sec  Loss 1.5117  LearningRate 0.0322  ProxyLR: 1.6090  Epoch: 14  Global Step: 85130   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:11,400-Speed 3903.52 samples/sec  Loss 1.6311  LearningRate 0.0322  ProxyLR: 1.6085  Epoch: 14  Global Step: 85140   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:14,030-Speed 3895.03 samples/sec  Loss 1.5750  LearningRate 0.0322  ProxyLR: 1.6079  Epoch: 14  Global Step: 85150   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:16,649-Speed 3910.79 samples/sec  Loss 1.5809  LearningRate 0.0321  ProxyLR: 1.6073  Epoch: 14  Global Step: 85160   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:19,277-Speed 3896.18 samples/sec  Loss 1.5981  LearningRate 0.0321  ProxyLR: 1.6068  Epoch: 14  Global Step: 85170   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:21,905-Speed 3897.88 samples/sec  Loss 1.5992  LearningRate 0.0321  ProxyLR: 1.6062  Epoch: 14  Global Step: 85180   Fp16 Grad Scale: 262144  Required: 5 hours
